# one_x_offset	two_x_offset	two_amplitude	one_amplitude
-2.117773175965740453e-06 -1.818989446654322906e-06 1.177786120332263708e+00 5.782265541775180040e-01
7.774142517402468547e-07 1.198552906444769909e-06 9.124644956481204883e-01 9.858880627325888879e-01
-4.706059339788703426e-06 -4.600594598737844194e-07 1.000000000000000000e+00 1.000000000000000000e+00
-4.782062225725919946e-06 -1.430062320526954212e-06 1.000000000000000000e+00 1.000000000000000000e+00
-2.166062299711451808e-06 1.983937582918532619e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.366062237491202588e-06 1.589937594061613616e-06 1.000000000000000000e+00 1.000000000000000000e+00
-1.018066953117737919e-06 1.039932988678047130e-06 1.000000000000000000e+00 1.000000000000000000e+00
2.205955718304096071e-06 2.700172618971064391e-06 8.639893336280428660e-01 9.150274481258364734e-01
-2.218060565388805893e-06 4.479393592115648258e-07 1.000000000000000000e+00 1.000000000000000000e+00
-2.578059977589982920e-06 1.919939895197889358e-06 1.000000000000000000e+00 1.000000000000000000e+00
2.919376307715598081e-07 2.531937567420033330e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.008638568130882023e-06 -3.163708226093351787e-06 9.520721383314982855e-01 8.833170082533586820e-01
-2.934060545138943812e-06 -7.660606064541712246e-07 1.000000000000000000e+00 1.000000000000000000e+00
3.064404970598316407e-06 2.030847702832091848e-06 8.970340005868241429e-01 1.000559319075114528e+00
-2.744061128129838436e-06 1.673938746920588359e-06 1.000000000000000000e+00 1.000000000000000000e+00
-3.584058216286374389e-06 2.155941621375339011e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.310057040519034313e-06 -1.050057132718130884e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.700064538514352298e-06 9.059353029371399176e-07 1.000000000000000000e+00 1.000000000000000000e+00
-2.994063431528670389e-06 1.729936434867485378e-06 1.000000000000000000e+00 1.000000000000000000e+00
-2.374066914767438854e-06 8.919329928637729861e-07 1.000000000000000000e+00 1.000000000000000000e+00
-4.310062239074991597e-06 2.925937556276952333e-06 1.000000000000000000e+00 1.000000000000000000e+00
1.965915955671320259e-06 4.509762660448393909e-06 9.406442625505565536e-01 1.082199501760952476e+00
-4.492062233927680071e-06 -2.250062297335770412e-06 1.000000000000000000e+00 1.000000000000000000e+00
-3.446051288781338168e-06 9.839485859297054493e-07 1.000000000000000000e+00 1.000000000000000000e+00
-2.208062298523610686e-06 -1.340062323072327197e-06 1.000000000000000000e+00 1.000000000000000000e+00
2.123927229842957548e-06 2.903260139107884621e-06 8.108199711416076427e-01 1.033760649970867140e+00
-2.392060560467749818e-06 -1.500606238758401590e-07 1.000000000000000000e+00 1.000000000000000000e+00
-2.273077945790753358e-06 -2.449003954352380446e-06 8.483519596639220728e-01 1.160049094330008801e+00
-1.377287047651961738e-06 -4.292683584231659123e-07 9.025436052972835022e-01 1.018111443307774699e+00
-4.112064555144127999e-06 2.731935251294333065e-06 1.000000000000000000e+00 1.000000000000000000e+00
-3.076062273974895023e-06 1.021937610125749840e-06 1.000000000000000000e+00 1.000000000000000000e+00
-3.758065142773260230e-06 -3.480652392146465202e-07 1.000000000000000000e+00 1.000000000000000000e+00
1.911876029359677333e-06 1.206262580373750527e-06 9.481079564605469079e-01 8.389554803703465069e-01
-3.984059360208257942e-06 -3.900594618535196218e-07 1.000000000000000000e+00 1.000000000000000000e+00
-1.904063462355975684e-06 -5.160635016112965554e-07 1.000000000000000000e+00 1.000000000000000000e+00
-1.210081783625160028e-06 -6.076139601844148662e-08 8.552920412792922589e-01 8.743044513013953356e-01
-2.856057081640962661e-06 1.381942798500211797e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.356060504922037271e-06 4.099393602862773744e-07 1.000000000000000000e+00 1.000000000000000000e+00
-2.772063437807259174e-06 3.093936396290930862e-06 1.000000000000000000e+00 1.000000000000000000e+00
-3.818059364903058565e-06 -4.580594599303482823e-07 1.000000000000000000e+00 1.000000000000000000e+00
-1.334062323242018785e-06 3.223937547848937604e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.746063381978726465e-06 2.547936411732865441e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.246064551354349183e-06 -3.222064580315047001e-06 1.000000000000000000e+00 1.000000000000000000e+00
2.520821795558143086e-06 2.159780493986496839e-06 9.716150411056799774e-01 1.124231400886034127e+00
-3.534061683404441073e-06 3.959382054475682759e-07 1.000000000000000000e+00 1.000000000000000000e+00
1.993475037760270122e-08 1.707934702637702391e-06 1.000000000000000000e+00 1.000000000000000000e+00
-6.500704292294596552e-07 1.627929506344300471e-06 1.000000000000000000e+00 1.000000000000000000e+00
-2.202065764397274080e-06 2.781934094645579506e-06 1.000000000000000000e+00 1.000000000000000000e+00
-2.638064019214366483e-06 -5.500640782670393786e-07 1.000000000000000000e+00 1.000000000000000000e+00
-2.661785198455455081e-06 -3.644636159122172003e-06 1.013618602410479186e+00 7.856713350826829423e-01
-1.898057686352381496e-06 1.631942213812400438e-06 1.000000000000000000e+00 1.000000000000000000e+00
2.400351130664716828e-07 2.466557923785275843e-07 6.678612867337804238e-01 8.375244915960557979e-01
-2.184062876819706381e-06 -3.100629298200459439e-07 1.000000000000000000e+00 1.000000000000000000e+00
-3.627913035416676243e-06 -4.089065960199730081e-06 1.131427708555508227e+00 8.704794375954305607e-01
